WIP (name),Latest WIP view,Link to proofread cell with annotation,"State (0=Red, 1=Yellow, 2=Green, 3=Proofread)",Cell number,experimenter,date,exp_num,raw_id,field,region,nucleus ID pcg,nucleus loc pcg,cell ID pcg,ID warning/error,,New IDs (last update: 202503260847),roi_id,roi_n_pixels,roi_size_um2,super (baden),group (baden),cluster (baden),cell type,RGC or AC,EyeWire 1 type (for RGCs),most recent cell ID,field_ventral_dorsal_pos_um,field_temporal_nasal_pos_um,ventral_dorsal_pos_um,temporal_nasal_pos_um
,,,2,192,Franke,2018-10-11,2,1,GCL2,RR,720575940555560280,"28764.0,29032.0,261.0",720575940575241624,,"28764.0,29032.0,286.0",720575940579885493,27,38,82.112,Uncertain,32,49,OFFvOS JAMB,RGC,2aw,,-317.2,-985.4,-301.417,-992.131
,,,2,193,Franke,2018-10-11,2,1,GCL2,RR,720575940551031435,"29462.0,27918.0,257.0",720575940557144669,,"29462.0,27918.0,287.0",720575940550091303,28,38,82.112,On Off,14,20,OODS,RGC,"37r,v,c",,-317.2,-985.4,-305.363,-972.557
,,,2,194,Franke,2018-10-11,2,1,GCL2,RR,720575940541408349,"30160.0,26932.0,349.0",720575940572545176,,"30160.0,26932.0,399.0",720575940563850407,29,39,84.2728,Uncertain,31,45,Fmini OFF,RGC,2an,,-317.2,-985.4,-305.402,-955.171
,,,2,195,Franke,2018-10-11,2,1,GCL2,RR,720575940538752902,"29046.0,29891.0,224.0",720575940568834137,,"29046.0,29891.0,234.0",720575940551916501,30,52,112.364,On Off,12,17,ON Bursty?,RGC,3i?,,-317.2,-985.4,-310.613,-998.206
,,,1,196,Franke,2018-10-11,2,1,GCL2,RR,720575940576233020,"29288.0,28660.0,202.0",720575940573672088,,"29288.0,28660.0,272.0",720575940573672088,31,11,23.7693,Uncertain,31,46,SAC,AC,,,-317.2,-985.4,-305.574,-980.723
,,,2,197,Franke,2018-10-11,2,1,GCL2,RR,720575940557999301,"30298.0,27668.0,328.0",720575940569406041,,"30298.0,27668.0,353.0",720575940570193631,32,38,82.112,dAC,42,68,,AC,,,-317.2,-985.4,-311.011,-963.273
,,,2,198,Franke,2018-10-11,2,1,GCL2,RR,720575940549727743,"30747.0,26710.0,346.0",720575940572947096,,"30747.0,26710.0,361.0",720575940568791492,33,28,60.5036,dAC,46,74,PixON,RGC,9n,,-317.2,-985.4,-309.325,-946.393
,,,2,199,Franke,2018-10-11,2,1,GCL2,RR,720575940556053049,"28134.0,31563.0,308.0",720575940572510104,,"28134.0,31563.0,318.0",720575940558570901,34,13,28.0909,Uncertain,31,45,PixON,RGC,9n,,-317.2,-985.4,-310.755,-1025.43
,,,2,200,Franke,2018-10-11,2,1,GCL2,RR,720575940559738416,"29359.0,29195.0,252.0",720575940577603069,Same cell? (02),"29359.0,29195.0,292.0",720575940558571413,35,19,41.056,Off,4,5,OFFvOS JAMB,RGC,2aw,,-317.2,-985.4,-310.779,-988.185
,,,-1,201,Franke,2018-10-11,2,1,GCL2,RR,720575940559738416,"29300.0,29180.0,252.0",720575940577603069,Same cell? (02),"29300.0,29180.0,292.0",720575940558571413,36,11,23.7693,Off,4,5,,,,,-317.2,-985.4,-310.786,-982.594
,,,1,202,Franke,2018-10-11,2,1,GCL2,RR,720575940559439597,"28902.0,30611.0,283.0",720575940578060184,,"28902.0,30611.0,358.0",720575940557232271,37,31,66.9861,Uncertain,31,45,SAC,AC,,,-317.2,-985.4,-314.402,-1008.59
,,,2,203,Franke,2018-10-11,2,1,GCL2,RR,720575940562768302,"30882.0,27664.0,310.0",720575940551259996,,"30882.0,27664.0,385.0",720575940549095124,38,30,64.8252,Uncertain,31,44,SAC,AC,,,-317.2,-985.4,-318.033,-955.02
,,,2,204,Franke,2018-10-11,2,1,GCL2,RR,720575940554784420,"30506.0,28304.0,332.0",720575940570391960,,"30506.0,28304.0,387.0",720575940557047768,39,29,62.6644,dAC,42,65,WFAC,AC,,,-317.2,-985.4,-318.721,-966.949
,,,2,205,Franke,2018-10-11,2,1,GCL2,RR,720575940559129837,"31292.0,26705.0,330.0",720575940555182940,,"31292.0,26705.0,340.0",720575940560552272,40,28,60.5036,Off,3,3,ON OS,RGC,"82n, 82wi, or 82wo",,-317.2,-985.4,-317.41,-943.296
,,,2,206,Franke,2018-10-11,2,1,GCL2,RR,720575940575963796,"28745.0,31752.0,351.0",720575940578120600,,"28745.0,31752.0,411.0",720575940566959116,41,22,47.5385,dAC,30,75,ON tr. SmRF,RGC,6sn,,-317.2,-985.4,-319.739,-1024.35
,,,2,207,Franke,2018-10-11,2,1,GCL2,RR,720575940538396806,"29775.0,30041.0,263.0",720575940563183513,,"29775.0,30041.0,288.0",720575940552044227,42,69,149.098,dAC,28,45,ON DS sus,RGC,"7iv,r,d",,-317.2,-985.4,-323.442,-992.729
,,,2,208,Franke,2018-10-11,2,1,GCL2,RR,720575940544297990,"30101.0,29368.0,277.0",720575940556200285,,"30101.0,29368.0,327.0",720575940556200285,43,22,47.5385,On Off,10,14,Fmini OFF,RGC,2an,,-317.2,-985.4,-319.405,-983.796
,,,2,209,Franke,2018-10-11,2,1,GCL2,RR,720575940563797934,"29307.0,30545.0,313.0",720575940555271004,,"29307.0,30545.0,353.0",720575940560512974,44,15,32.4126,dAC,7,10,dAC MFAC,AC,,,-317.2,-985.4,-320.042,-1004.22
,,,2,210,Franke,2018-10-11,2,1,GCL2,RR,720575940559158981,"31275.0,27698.0,343.0",720575940553035356,,"31462.0,27930.0,316.0",720575940551917269,45,28,60.5036,Fast On,17,24,2i or 2o,RGC,2i or 2o,,-317.2,-985.4,-325.6,-951.853
,,,2,211,Franke,2018-10-11,2,1,GCL2,RR,720575940559364805,"31711.0,27054.0,333.0",720575940579059096,,"31711.0,27054.0,353.0",720575940552044739,46,14,30.2518,Uncertain,31,46,,AC,,,-317.2,-985.4,-325.075,-941.721
,,,2,212,Franke,2018-10-11,2,1,GCL2,RR,720575940549821695,"29844.0,30713.0,277.0",720575940572990104,,"29844.0,30713.0,312.0",720575940572990104,47,41,88.5945,On Off,12,18,OODS,RGC,"37r,v,c",,-317.2,-985.4,-328.96,-1002.43
,,,2,213,Franke,2018-10-11,2,1,GCL2,RR,720575940563803054,"30505.0,29692.0,342.0",720575940557280092,,"30505.0,29692.0,402.0",720575940557280092,48,42,90.7553,Uncertain,31,45,SAC,AC,,,-317.2,-985.4,-329.03,-980.325
,,,2,214,Franke,2018-10-11,2,1,GCL2,RR,720575940576029076,"31119.0,28496.0,315.0",720575940555811677,,"31119.0,28496.0,340.0",720575940559233669,49,23,49.6993,dAC,41,66,A1,AC,,,-317.2,-985.4,-327.618,-960.474
,,,2,215,Franke,2018-10-11,2,1,GCL2,RR,720575940550323554,"31759.0,27601.0,287.0",720575940559052636,,"31759.0,27601.0,352.0",720575940566960396,50,18,38.8951,Uncertain,31,46,dAC SAD,AC,,,-317.2,-985.4,-329.613,-945.874
,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5275485341745152,3,216,Franke,2018-10-11,2,1,GCL2,RR,720575940557256280,"31257.0,28855.0,393.0",720575940555193948,,"31257.0,28855.0,483.0",720575940552046275,51,27,58.3427,dAC,35,53,WFAC,AC,,,-317.2,-985.4,-330.865,-966.726
,,,2,217,Franke,2018-10-11,2,1,GCL2,RR,720575940545978871,"29715.0,31614.0,306.0",720575940558269021,,"29715.0,31614.0,391.0",720575940573881558,52,43,92.9162,Off,9,13,OFF tr. SmRF,RGC,4i,,-317.2,-985.4,-333.746,-1011.18
,,,2,218,Franke,2018-10-11,2,1,GCL2,RR,720575940540113546,"32245.0,27199.0,369.0",720575940573671832,,"32367.0,27107.0,407.0",720575940563026233,53,13,28.0909,Uncertain,31,44,SAC,AC,,,-317.2,-985.4,-334.614,-940.848
,,,2,219,Franke,2018-10-11,2,1,GCL2,RR,720575940559427565,"30469.0,30639.0,228.0",720575940573143897,,"30469.0,30639.0,328.0",720575940551591410,54,47,101.56,Fast On,35,53,OFF tr. alpha,RGC,4ow,,-317.2,-985.4,-336.404,-990.248
,,,2,220,Franke,2018-10-11,2,1,GCL2,RR,720575940550530773,"30715.0,30086.0,189.0",720575940577984664,,"30715.0,30086.0,219.0",720575940565003247,55,17,36.7343,Uncertain,31,45,2o or 2i?,RGC,2o or 2i?,,-317.2,-985.4,-335.272,-973.035
,,,2,221,Franke,2018-10-11,2,1,GCL2,RR,720575940549660002,"31938.0,28207.0,335.0",720575940556322396,,"31938.0,28207.0,390.0",720575940564772943,56,31,66.9861,Uncertain,33,50,HD1,RGC,5si,,-317.2,-985.4,-338.349,-951.638
,,,1,222,Franke,2018-10-11,2,1,GCL2,RR,720575940575963708,"31756.0,28755.0,332.0",720575940556487772,,"31785.0,28842.0,351.0",720575940568238448,57,30,64.8252,Uncertain,31,45,SAC,AC,,,-317.2,-985.4,-339.152,-960.655
,,,2,223,Franke,2018-10-11,2,1,GCL2,RR,720575940541211050,"30403.0,31201.0,331.0",720575940556057180,,"30469.0,30900.0,325.0",720575940570533931,58,22,47.5385,Uncertain,31,46,dAC SAD,AC,,,-317.2,-985.4,-339.116,-1001.44
,,,2,224,Franke,2018-10-11,2,1,GCL2,RR,720575940547780594,"31746.0,29698.0,364.0",720575940556169053,,"31746.0,29698.0,424.0",720575940567571466,59,43,92.9162,Off,7,10,OFF sus alpha?,RGC,1wt,,-317.2,-985.4,-343.489,-970.7
,,,2,225,Franke,2018-10-11,2,1,GCL2,RR,720575940549571145,"31348.0,30327.0,312.0",720575940562529433,,"31348.0,30327.0,317.0",720575940557048280,60,57,123.168,Uncertain,31,45,,RGC,,,-317.2,-985.4,-346.11,-981.583
,,,2,226,Franke,2018-10-11,2,1,GCL2,RR,720575940549841109,"30531.0,32200.0,318.0",720575940563224729,,"30531.0,32200.0,363.0",720575940563224729,61,37,79.9511,Off,43,71,OFF tr. SmRF,RGC,4i,,-317.2,-985.4,-346.917,-1012.65
,,,2,227,Franke,2018-10-11,2,1,GCL2,RR,720575940562274734,"30809.0,32035.0,216.0",720575940557390428,,"30809.0,32035.0,256.0",720575940566484988,62,85,183.672,dAC,42,65,ON alpha,RGC,8w,,-317.2,-985.4,-351.788,-1003.42
,,,2,228,Franke,2018-10-11,2,1,GCL2,RR,720575940549833429,"31081.0,31108.0,213.0",720575940577717757,,"31081.0,31108.0,228.0",720575940561974782,63,47,101.56,Uncertain,31,46,ON DS sus,RGC,"7iv,r,d",,-317.2,-985.4,-348.414,-991.718
,,,1,229,Franke,2018-10-11,2,1,GCL2,RR,720575940555336314,"33051.0,28528.0,286.0",720575940563304089,,"33051.0,28528.0,361.0",720575940563304089,64,23,49.6993,Uncertain,31,45,SAC,AC,,,-317.2,-985.4,-353.119,-944.049
,,,2,230,Franke,2018-10-11,2,1,GCL2,RR,720575940550937181,"32745.0,29057.0,372.0",720575940558196316,,"32745.0,29057.0,417.0",720575940562142603,65,17,36.7343,Fast On,34,52,dAC nNOS-2 or WF mid-IPL,AC,,,-317.2,-985.4,-355.419,-953.493
,,,2,231,Franke,2018-10-11,2,1,GCL2,RR,720575940555519675,"33082.0,29184.0,283.0",720575940550927709,,"33031.0,29116.0,290.0",720575940550927709,66,21,45.3777,Fast On,17,24,Fmini OFF,RGC,2aw,,-317.2,-985.4,-360.319,-949.281
,,,1,232,Franke,2018-10-11,2,1,GCL3,RR,720575940548516489,"39878.0,36479.0,566.0",720575940577144958,,"39878.0,36479.0,571.0",720575940551244104,1,15,32.4126,Uncertain,31,44,A1,AC,,,-558,-935.2,-513.999,-953.036
,,,2,233,Franke,2018-10-11,2,1,GCL3,RR,720575940550779031,"40764.0,35144.0,483.0",720575940554163036,,"40764.0,35144.0,493.0",720575940570325684,2,29,62.6644,Uncertain,31,45,Fmini ON,RGC,63,,-558,-935.2,-516.536,-936.974
,,,2,234,Franke,2018-10-11,2,1,GCL3,RR,720575940572665759,"41229.0,34469.0,465.0",720575940567514009,,"41229.0,34469.0,470.0",720575940540442232,3,50,108.042,Slow On,22,31,sSBC EW27 or 28,RGC,27 or 28,,-558,-935.2,-519.045,-924.587
,,,2,235,Franke,2018-10-11,2,1,GCL3,RR,720575940556807247,"41789.0,33955.0,473.0",720575940568412569,,"41789.0,33955.0,518.0",720575940556654838,4,35,75.6294,Uncertain,31,45,ON OS,RGC,72,,-558,-935.2,-520.872,-913.864
,,,2,236,Franke,2018-10-11,2,1,GCL3,RR,720575940580656190,"40138.0,36924.0,484.0",720575940577236120,,"40138.0,36924.0,564.0",720575940577636905,5,24,51.8602,Uncertain,31,44,dAC SAD,AC,,,-558,-935.2,-523.945,-963.007
,,,2,237,Franke,2018-10-11,2,1,GCL3,RR,720575940558378888,"40294.0,36532.0,419.0",720575940563196569,,"40294.0,36532.0,454.0",720575940563196569,6,44,95.077,Uncertain,31,44,ON DS sus,RGC,"7iv,r,d",,-558,-935.2,-523.957,-955.145
,,,1,238,Franke,2018-10-11,2,1,GCL3,RR,720575940568487793,"39971.0,37331.0,535.0",720575940552842333,,"39971.0,37331.0,580.0",720575940560878059,7,12,25.9301,Off,43,71,dAC SAD,AC,,,-558,-935.2,-523.578,-969.867
,,,2,239,Franke,2018-10-11,2,1,GCL3,RR,720575940562377319,"41283.0,35334.0,499.0",720575940578298457,,"41283.0,35334.0,569.0",720575940549115707,8,31,66.9861,Off,22,31,UHD,RGC,5ti,,-558,-935.2,-525.423,-933.54
,,,2,240,Franke,2018-10-11,2,1,GCL3,RR,720575940574552735,"41053.0,35835.0,411.0",720575940574576536,,"41053.0,35835.0,476.0",720575940574576536,9,20,43.2168,Slow On,27,37,ON DS sus,RGC,"7iv,r,d",,-558,-935.2,-525.734,-943.432
,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5462846512037888,3,241,Franke,2018-10-11,2,1,GCL3,RR,720575940558367152,"40110.0,37960.0,506.0",720575940572667481,,"40110.0,37960.0,536.0",720575940555348378,10,16,34.5735,Uncertain,31,45,A1,AC,,,-558,-935.2,-529.795,-973.971
,,,2,242,Franke,2018-10-11,2,1,GCL3,RR,720575940552969720,"40320.0,37447.0,402.0",720575940559570549,,"40320.0,37447.0,422.0",720575940559570549,11,12,25.9301,On Off,14,20,1ni or 1no,RGC,1ni or 1no,,-558,-935.2,-529.58,-967.417
,,,2,243,Franke,2018-10-11,2,1,GCL3,RR,720575940553409587,"42020.0,34847.0,449.0",720575940578974553,,"42020.0,34847.0,484.0",720575940578974553,12,36,77.7903,On Off,31,45,ON delayed RGC,RGC,73,,-558,-935.2,-531.091,-922.501
,,,2,244,Franke,2018-10-11,2,1,GCL3,RR,720575940556938831,"42468.0,33869.0,523.0",720575940571695001,,"42468.0,33869.0,593.0",720575940571695001,13,21,45.3777,Uncertain,31,42,SAC,AC,,,-558,-935.2,-529.58,-907.06
,,,2,245,Franke,2018-10-11,2,1,GCL3,RR,720575940560066459,"41448.0,35857.0,497.0",720575940575472024,,"41448.0,35857.0,557.0",720575940575472024,14,18,38.8951,Uncertain,31,46,dAC MF,AC,,,-558,-935.2,-531.54,-938.63
,,,2,246,Franke,2018-10-11,2,1,GCL3,RR,720575940556055511,"41315.0,36648.0,441.0",720575940572877977,,"41315.0,36648.0,471.0",720575940572877977,15,41,88.5945,dAC,22,31,OFFvOS (JAMB),RGC,2aw,,-558,-935.2,-534.982,-948.143
,,,2,247,Franke,2018-10-11,2,1,GCL3,RR,720575940560376282,"42633.0,34590.0,491.0",720575940551333469,,"42633.0,34590.0,501.0",720575940551333469,16,43,92.9162,Off,22,31,Fmini OFF,RGC,2an,,-558,-935.2,-535.608,-913.15
,,,2,248,Franke,2018-10-11,2,1,GCL3,RR,720575940550888343,"40866.0,37490.0,488.0",720575940575168664,,"40866.0,37490.0,553.0",720575940575168664,17,26,56.1819,Uncertain,31,46,dAC SAD,AC,,,-558,-935.2,-535.894,-962.677
,,,2,249,Franke,2018-10-11,2,1,GCL3,RR,720575940560258459,"41904.0,35455.0,463.0",720575940582824701,,"41904.0,35455.0,508.0",720575940582824701,18,27,58.3427,dAC,38,64,ON OS,RGC,"82n, 82wi, or 82wo",,-558,-935.2,-536.713,-930.572
,,,2,250,Franke,2018-10-11,2,1,GCL3,RR,720575940541300675,"40366.0,38533.0,416.0",720575940586150653,,"40366.0,38533.0,426.0",720575940586150653,19,12,25.9301,Off,4,5,OFF tr. SmRF,RGC,4i,,-558,-935.2,-536.685,-975.38
,,,2,251,Franke,2018-10-11,2,1,GCL3,RR,720575940567903497,"41155.0,37097.0,488.0",720575940566774069,,"41126.0,36949.0,473.0",720575940566774069,20,17,36.7343,Uncertain,31,43,SAC,AC,,,-558,-935.2,-536.815,-955.434
,,,2,252,Franke,2018-10-11,2,1,GCL3,RR,720575940550886807,"40839.0,37974.0,503.0",720575940571979161,,"40839.0,37974.0,528.0",720575940571979161,21,11,23.7693,Uncertain,31,46,dAC MFAC,AC,,,-558,-935.2,-539.425,-967.94
,,,2,253,Franke,2018-10-11,2,1,GCL3,RR,720575940560471823,"41961.0,36489.0,472.0",720575940577211850,,"41961.0,36489.0,502.0",720575940577211850,22,32,69.1469,Fast On,17,24,Fmini OFF,RGC,2an,,-558,-935.2,-541.784,-940.667
,,,1,254,Franke,2018-10-11,2,1,GCL3,RR,720575940560528911,"42629.0,35374.0,488.0",720575940574539160,,"42629.0,35374.0,538.0",720575940574539160,23,27,58.3427,Uncertain,31,46,WFAC,AC,,,-558,-935.2,-542.429,-921.643
,,,2,255,Franke,2018-10-11,2,1,GCL3,RR,720575940550861719,"41013.0,38376.0,457.0",720575940579189757,,"41013.0,38376.0,482.0",720575940576320965,24,24,51.8602,Uncertain,31,44,PixON,RGC,9n,,-558,-935.2,-544.648,-969.867
,,,2,256,Franke,2018-10-11,2,1,GCL3,RR,720575940551878109,"41506.0,37661.0,463.0",720575940581666964,,"41534.0,37440.0,476.0",720575940581666964,25,24,51.8602,Uncertain,31,46,WFAC,AC,,,-558,-935.2,-544.586,-958.23
,,,2,257,Franke,2018-10-11,2,1,GCL3,RR,720575940560514319,"42539.0,36283.0,480.0",720575940556991069,,"42539.0,36283.0,485.0",720575940556991069,26,29,62.6644,dAC,6,58,,RGC,2o or 2i?,,-558,-935.2,-547.406,-932.311
,,,2,258,Franke,2018-10-11,2,1,GCL3,RR,720575940540215686,"42044.0,37482.0,494.0",720575940573067097,,"42044.0,37482.0,534.0",720575940573067097,27,65,140.455,Off,6,9,OODS,RGC,"37r,v,c",,-558,-935.2,-551.962,-949.696
,,,1,259,Franke,2018-10-11,2,1,GCL3,RR,720575940546185672,"43292.0,35146.0,458.0",720575940578914045,,"43472.0,35221.0,429.0",720575940578914045,28,30,64.8252,Uncertain,17,45,,RGC,,,-558,-935.2,-548.935,-911.778
,,,2,260,Franke,2018-10-11,2,1,GCL3,RR,720575940555812497,"41384.0,38952.0,443.0",720575940567087113,,"41384.0,38952.0,468.0",720575940567087113,29,39,84.2728,Off,4,5,OFF tr MeRF,RGC,4on,,-558,-935.2,-553.251,-973.08
,,,2,261,Franke,2018-10-11,2,1,GCL3,RR,720575940569769505,"42440.0,36858.0,486.0",720575940577487961,,"42440.0,36858.0,511.0",720575940577487961,30,20,43.2168,Uncertain,31,42,SAC,AC,,,-558,-935.2,-550.65,-940.345
,,,2,262,Franke,2018-10-11,2,1,GCL3,RR,720575940555220113,"42946.0,35891.0,471.0",720575940555436125,,"42946.0,35891.0,501.0",720575940555436125,31,16,34.5735,Uncertain,31,44,nNOS-2 AC,AC,,,-558,-935.2,-549.823,-924.543
,,,2,263,Franke,2018-10-11,2,1,GCL3,RR,720575940540201350,"41928.0,38259.0,485.0",720575940572012447,,"41928.0,38259.0,555.0",720575940572012447,32,66,142.616,dAC,34,51,ON tr. MeRF,RGC,6sw,,-558,-935.2,-556.53,-960.323
,,,2,264,Franke,2018-10-11,2,1,GCL3,RR,720575940546191816,"43409.0,35864.0,476.0",720575940569713305,,"43430.0,35926.0,478.0",720575940569713305,33,18,38.8951,Uncertain,31,46,SAC,AC,,,-558,-935.2,-555.06,-919.765
,,,2,265,Franke,2018-10-11,2,1,GCL3,RR,720575940560745178,"42986.0,36495.0,520.0",720575940579486717,,"42986.0,36495.0,595.0",720575940579486717,34,11,23.7693,Uncertain,32,49,nNOS-2 AC,AC,,,-558,-935.2,-554.793,-929.186
,,,1,266,Franke,2018-10-11,2,1,GCL3,RR,720575940546415816,"43948.0,35139.0,548.0",720575940549269084,,"43948.0,35139.0,598.0",720575940549269084,35,29,62.6644,Uncertain,31,45,WFAC A1-like,AC,,,-558,-935.2,-557.392,-905.395
,,,1,267,Franke,2018-10-11,2,1,GCL3,RR,720575940549707610,"43650.0,35583.0,501.0",720575940563807841,,"43650.0,35583.0,571.0",720575940563807841,36,17,36.7343,Uncertain,30,45,dAC SAD?,AC,,,-558,-935.2,-558.086,-913.496
,,,2,268,Franke,2018-10-11,2,1,GCL3,RR,720575940569767457,"42899.0,37188.0,507.0",720575940578523284,,"42899.0,37188.0,512.0",720575940578523284,37,21,45.3777,On Off,10,14,A17,AC,,,-558,-935.2,-559.12,-939.12
,,,2,269,Franke,2018-10-11,2,1,GCL3,RR,720575940562905165,"41993.0,38939.0,514.0",720575940566769205,,"41993.0,38939.0,544.0",720575940566769205,38,11,23.7693,dAC,29,40,dAC MF,AC,,,-558,-935.2,-560.405,-967.673
,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5369583528574976,3,270,Franke,2018-10-11,2,1,GCL3,RR,720575940557560738,"43261.0,36782.0,502.0",720575940579071128,,"43261.0,36782.0,587.0",720575940579071128,39,18,38.8951,Uncertain,31,45,ON spiny WFAC,AC,,,-558,-935.2,-560.287,-930.953
,,,2,271,Franke,2018-10-11,2,1,GCL3,RR,720575940570115606,"42108.0,39510.0,503.0",720575940573327519,,"42108.0,39510.0,558.0",720575940573327519,40,32,69.1469,dAC,43,71,1ni?,RGC,1ni?,,-558,-935.2,-566.59,-972.639
,,,2,272,Franke,2018-10-11,2,1,GCL3,RR,720575940554560563,"42987.0,37753.0,513.0",720575940572990553,,"42987.0,37753.0,578.0",720575940572990553,41,31,66.9861,On Off,12,22,A1,AC,,,-558,-935.2,-564.591,-945.348
,,,2,273,Franke,2018-10-11,2,1,GCL3,RR,720575940546608072,"43870.0,36306.0,528.0",720575940582596861,,"43870.0,36306.0,553.0",720575940582596861,42,21,45.3777,dAC,17,24,3i or 3o?,RGC,3i or 3o?,,-558,-935.2,-564.93,-919.24
,,,2,274,Franke,2018-10-11,2,1,GCL3,RR,720575940556474327,"43709.0,36779.0,530.0",720575940555962972,,"43709.0,36779.0,565.0",720575940555962972,43,24,51.8602,Uncertain,31,45,dAC SAD,AC,,,-558,-935.2,-566.085,-925.951
,,,1,275,Franke,2018-10-11,2,1,GCL3,RR,720575940555652497,"42497.0,39177.0,467.0",720575940582684669,,"42497.0,39177.0,497.0",720575940582684669,44,18,38.8951,Uncertain,31,43,SAC,AC,,,-558,-935.2,-567.147,-965.171
,,,1,276,Franke,2018-10-11,2,1,GCL3,RR,720575940562304852,"44183.0,35907.0,566.0",720575940569544345,,"44183.0,35907.0,616.0",720575940569544345,45,28,60.5036,Uncertain,31,43,SAC,AC,,,-558,-935.2,-567.135,-910.63
,,,-1,277,Franke,2018-10-11,2,1,GCL3,RR,720575940555111475,"42940.0,38659.0,500.0",720575940555408894,dead cell,"43063.0,38166.0,528.0",720575940555408894,46,26,56.1819,Off,43,1,,,,,-558,-935.2,-571.965,-952.84
,,,2,278,Franke,2018-10-11,2,1,GCL3,RR,720575940554913790,"44153.0,36925.0,492.0",720575940578982745,,"44153.0,36925.0,577.0",720575940578982745,47,13,28.0909,Uncertain,31,45,dAC mid-IPL varicose,AC,,,-558,-935.2,-573.604,-922.536
,,,2,279,Franke,2018-10-11,2,1,GCL3,RR,720575940549819482,"44487.0,36537.0,566.0",720575940576762457,,"44487.0,36537.0,621.0",720575940576762457,48,26,56.1819,On Off,10,14,OFF sus alpha,RGC,1wt,,-558,-935.2,-574.848,-914.846
,,,2,280,Franke,2018-10-11,2,1,GCL3,RR,720575940548994072,"42867.0,39674.0,471.0",720575940569509685,,"42867.0,39674.0,521.0",720575940569509685,49,26,56.1819,On Off,11,16,HD1,RGC,5si,,-558,-935.2,-576.149,-964.656
Jonathan,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6743957745696768,,2,281,Franke,2018-10-11,2,1,GCL3,RR,720575940552344291,"44095.0,37374.0,517.0",720575940585576189,,"44095.0,37374.0,552.0",720575940585576189,50,17,36.7343,dAC,46,41,dAC WFAC,AC,,,-558,-935.2,-575.726,-928.715
,,,2,282,Franke,2018-10-11,2,1,GCL3,RR,720575940552349667,"44027.0,37908.0,479.0",720575940571740569,,"44027.0,37908.0,494.0",720575940571740569,51,31,66.9861,On Off,12,17,OS RGC? Extremely oriented,RGC,2i or 1ni?,,-558,-935.2,-578.864,-935.105
,,,2,283,Franke,2018-10-11,2,1,GCL3,RR,720575940567697697,"45282.0,35996.0,561.0",720575940585391613,,"45282.0,35996.0,661.0",720575940585391613,52,109,235.532,Off,5,6,OFF tr. alpha,RGC,4ow,,-558,-935.2,-582.234,-899.084
,,,2,284,Franke,2018-10-11,2,1,GCL3,RR,720575940563322189,"43500.0,39178.0,502.0",720575940577684057,,"43500.0,39178.0,507.0",720575940577684057,53,30,64.8252,On Off,14,70,Fmini ON,RGC,63,,-558,-935.2,-581.275,-954.898
Dominic,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5142947147284480,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5142947147284480,3,285,Franke,2018-10-11,2,1,GCL3,RR,720575940560823636,"44604.0,37329.0,568.0",720575940576583001,,"44604.0,37329.0,623.0",720575940576583001,54,26,56.1819,Uncertain,31,46,SAC,AC,,,-558,-935.2,-582.255,-921.631
,,,2,286,Franke,2018-10-11,2,1,GCL3,RR,720575940551372098,"43184.0,40192.0,468.0",720575940568326709,,"43184.0,40192.0,483.0",720575940568326709,55,37,79.9511,dAC,30,41,HD1,RGC,5si,,-558,-935.2,-583.427,-969.963
,,,2,287,Franke,2018-10-11,2,1,GCL3,RR,720575940551675202,"44033.0,38635.0,531.0",720575940563119969,,"44033.0,38635.0,541.0",720575940563119969,56,38,82.112,On Off,13,19,ON DS sus,RGC,"7iv,r,d",,-558,-935.2,-584.885,-943.053
,,,2,288,Franke,2018-10-11,2,1,GCL3,RR,720575940561701193,"43503.0,39811.0,480.0",720575940570970521,,"43503.0,39811.0,510.0",720575940570970521,57,13,28.0909,Fast On,17,23,HD2,RGC,5so,,-558,-935.2,-585.59,-961.094
,,,2,289,Franke,2018-10-11,2,1,GCL3,RR,720575940561952585,"44649.0,37955.0,556.0",720575940577872473,,"44649.0,37955.0,621.0",720575940575024633,58,26,56.1819,dAC,43,71,OFFvOS (JAMB),RGC,2aw,,-558,-935.2,-587.286,-929.433
,,,2,290,Franke,2018-10-11,2,1,GCL3,RR,720575940566577694,"45464.0,36867.0,552.0",720575940569572249,,"45464.0,36867.0,577.0",720575940569572249,59,21,45.3777,Off,1,1,5to,RGC,5to,,-558,-935.2,-590.48,-909.09
,,,2,291,Franke,2018-10-11,2,1,GCL3,RR,720575940568637961,"43458.0,41133.0,425.0",720575940573232217,,"43458.0,41133.0,445.0",720575940573232217,60,16,34.5735,Uncertain,31,46,SAC,AC,,,-558,-935.2,-594.015,-975.073
